Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Touchscreen,Ips,X_res,Y_res,ppi,Cpu Name,Cpu brand,HDD,SSD,Hybrid,Flash_Storage,Gpu brand,os,gpu_AMD,gpu_Intel,gpu_Nvidia,cpu_brand_AMD Processor,cpu_brand_Intel Core i3,cpu_brand_Intel Core i5,cpu_brand_Intel Core i7,cpu_brand_Other Intel Processor
Apple,Ultrabook,11.6,1366x768,Intel Core i5 1.6GHz,4,256 Flash Storage,Intel HD Graphics 6000,Mac OS X,1.08,51095.52,0,0,1366,768,135.0942111925629,Intel Core i5,Intel Core i5,0,0,0,256,Intel,Mac,0,1,0,0,0,1,0,0
Dell,Ultrabook,13.3,Touchscreen / Quad HD+ 3200x1800,Intel Core i7 8550U 1.8GHz,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.2,99580.32,1,0,3200,1800,276.053530085501,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Dell,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,4,1000 HDD,AMD Radeon R7 M445,Windows 10,2.36,35111.52,0,0,1600,900,106.11306214269258,Intel Core i3,Intel Core i3,1000,0,0,0,AMD,Windows,1,0,0,0,1,0,0,0
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1000 HDD,Intel HD Graphics 620,Windows 10,1.86,26037.4032,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,1000,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.1,60472.8,0,0,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,256 SSD,Intel HD Graphics 620,Windows 10,2.0,40972.32,0,0,1920,1080,157.3505121487356,Intel Core i3,Intel Core i3,0,256,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,32 Flash Storage,Intel HD Graphics,Windows 10,1.4,14332.32,0,0,1366,768,135.0942111925629,Intel Celeron Dual,Other Intel Processor,0,0,0,32,Intel,Windows,0,1,0,0,0,0,0,1
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,AMD Radeon R7 M445,Windows 10,2.36,47365.92,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,AMD,Windows,1,0,0,0,0,1,0,0
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,94305.6,0,1,1920,1080,127.33567457123111,Intel Core i5,Intel Core i5,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6,67772.16,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,58288.32,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,6,1000 HDD,AMD Radeon R5,Windows 10,2.1,21791.52,0,0,1366,768,100.45466986113651,AMD A9-Series 9420,AMD Processor,1000,0,0,0,AMD,Windows,1,0,0,1,0,0,0,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512 SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,101178.72,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,AMD Radeon 520,Windows 10,2.1,24988.32,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,1000,0,0,0,AMD,Windows,1,0,0,0,1,0,0,0
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500 HDD,AMD Radeon 530,Windows 10,2.1,36709.92,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,500,0,0,0,AMD,Windows,1,0,0,0,0,0,1,0
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GT 940MX,Windows 10,1.96,101391.84,0,1,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Nvidia GeForce GTX 940MX,No OS,2.8,31381.92,0,0,1600,900,106.11306214269258,Intel Core i5,Intel Core i5,1000,0,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,1,0,0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,AMD Radeon 530,Windows 10,1.91,38308.32,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,AMD,Windows,1,0,0,0,0,0,1,0
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24,512 SSD,Nvidia GeForce GTX1080,Windows 10,2.24,158135.04,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.6,141884.63999999998,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Acer,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32 Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,18594.72,0,0,1366,768,111.93520355955211,Intel Celeron Dual,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Chuwi,Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8300 1.44GHz,4,64 Flash Storage,Intel HD Graphics,Windows 10,1.89,13053.0672,0,0,1920,1080,141.21199808219862,Intel Atom x5-Z8300,Other Intel Processor,0,0,0,64,Intel,Windows,0,1,0,0,0,0,0,1
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,72988.272,0,0,1920,1080,127.33567457123111,Intel Core i5,Intel Core i5,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.41,50562.72,0,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.14,28768.536,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,1000,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Apple,Ultrabook,13.3,1440x900,Intel Core i5 1.6GHz,8,256 Flash Storage,Intel HD Graphics 6000,Mac OS X,1.35,53173.44,0,0,1440,900,127.67794013309688,Intel Core i5,Intel Core i5,0,0,0,256,Intel,Mac,0,1,0,0,0,1,0,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,AMD Radeon R5 M430,No OS,2.2,25521.12,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,1000,0,0,0,AMD,Others/No OS/Linux,1,0,0,0,1,0,0,0
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.8,88924.31999999999,1,1,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,63499.10399999999,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8,512 SSD,Intel HD Graphics 515,Windows 10,0.97,101658.24,0,0,1920,1080,176.23257360658386,Intel Core M,Other Intel Processor,0,512,0,0,Intel,Windows,0,1,0,0,0,0,0,1
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 520,No OS,1.86,18434.3472,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,1000,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,1,0,0,0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,1000 HDD,Nvidia GeForce 940MX,Windows 10,2.2,35644.32,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1000 HDD,Nvidia GeForce 940MX,Windows 10,2.23,32820.48,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.6,36709.92,1,1,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Nvidia GeForce MX150,No OS,1.95,63882.72,0,1,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,1,0,0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050,Linux,2.5,46833.12,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,0,1,0
Dell,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500 HDD,Intel HD Graphics 520,Windows 10,2.06,25679.8944,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,500,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,2.0,60885.72,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128 SSD,Intel HD Graphics 620,Windows 10,1.5,29250.72,0,1,1920,1080,165.6321180513006,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128 SSD,Intel HD Graphics 620 ,Windows 10,1.6,59620.32,0,0,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,128,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512 SSD,Intel UHD Graphics 620,Windows 10,1.37,98514.72,1,1,1920,1080,158.48253022174808,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.2,77788.8,0,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1000 HDD,Intel HD Graphics 505,Linux,2.1,15877.44,0,0,1366,768,100.45466986113651,Intel Pentium Quad,Other Intel Processor,1000,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,128 SSD,Intel HD Graphics 520,Windows 10,2.2,31381.92,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,128 SSD,AMD Radeon 530,Windows 10,1.91,30310.992,0,1,1920,1080,141.21199808219862,AMD A10-Series A10-9620P,AMD Processor,0,128,0,0,AMD,Windows,1,0,0,1,0,0,0,0
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,No OS,2.2,17155.627200000003,0,0,1366,768,100.45466986113651,Intel Celeron Dual,Other Intel Processor,1000,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.95,104588.1072,0,1,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,512,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32 SSD,Intel HD Graphics 400,Windows 10,1.44,12201.12,0,0,1366,768,111.93520355955211,Intel Celeron Dual,Other Intel Processor,0,32,0,0,Intel,Windows,0,1,0,0,0,0,0,1
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,AMD Radeon R5 M430,Linux,2.2,31962.672,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,AMD,Others/No OS/Linux,1,0,0,0,0,0,1,0
Asus,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.3,63563.04,0,1,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.84,74005.92,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128 SSD,Intel HD Graphics 520,Windows 7,1.2,63669.6,0,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,128,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Toshiba,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.25,81784.8,1,1,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Lenovo,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4,1000 HDD,Intel HD Graphics 520,Windows 10,2.8,26053.92,0,0,1600,900,106.11306214269258,Intel Core i3,Intel Core i3,1000,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.4,63882.72,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8,1000 HDD,AMD Radeon R5,Windows 10,2.4,23922.72,0,0,1366,768,100.45466986113651,AMD A8-Series 7410,AMD Processor,1000,0,0,0,AMD,Windows,1,0,0,1,0,0,0,0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,53168.112,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500 HDD,Intel HD Graphics 520,No OS,2.1,21205.44,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,500,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,1,0,0
Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500 HDD,Intel HD Graphics,Linux,2.2,17262.72,0,0,1366,768,100.45466986113651,Intel Pentium Quad,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256 SSD,Intel HD Graphics 620,Windows 10,2.1,31914.72,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.2,77202.72,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512 SSD,Intel UHD Graphics 620,Windows 10,1.49,58767.84,0,0,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Fujitsu,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.2,42570.72,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.04,42943.68,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.84,60952.32,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512 SSD,Nvidia GeForce GTX 1060,No OS,2.4,74485.44,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,0,1,0
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,2.1,23922.72,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,44701.92,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,2.5,49443.84,0,0,1920,1080,127.33567457123111,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,94572.0,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512 SSD +  1000 Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6,172627.19999999998,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,0,512,1000,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.63,52640.64,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,2.2,26586.72,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.7,52054.56,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.94,120831.5808,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.1,101178.72,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.48,86793.12,1,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.48,68837.76,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.91,30849.12,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64 Flash Storage,Intel HD Graphics 500,Windows 10 S,1.2,18115.2,0,0,1366,768,135.0942111925629,Intel Celeron Dual,Other Intel Processor,0,0,0,64,Intel,Windows,0,1,0,0,0,0,0,1
Acer,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12,1000 HDD,Nvidia GeForce MX130,Windows 10,2.2,36975.7872,0,1,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128 SSD,AMD Radeon R5,Windows 10,2.1,22697.28,0,0,1366,768,100.45466986113651,AMD A9-Series 9420,AMD Processor,0,128,0,0,AMD,Windows,1,0,0,1,0,0,0,0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500 HDD,Nvidia GeForce 940MX,Windows 10,2.2,34045.92,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,500,0,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1000 HDD,Nvidia GeForce 940MX,Linux,2.3,31808.16,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,1000,0,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,1,0,0,0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256 SSD,Nvidia GeForce 940MX,Windows 10,2.23,36816.48,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Lenovo,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,508 Hybrid,Intel HD Graphics 520,Windows 7,1.7,53386.56,0,0,1366,768,111.93520355955211,Intel Core i5,Intel Core i5,0,0,508,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,AMD Radeon R5 M430,Linux,2.2,39907.2528,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux,1,0,0,0,0,0,1,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.2,47898.72,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Nvidia GeForce 930MX,Windows 10,1.63,54931.68,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128 SSD,Intel HD Graphics 620,Windows 10,1.91,31381.92,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,0,128,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,128 SSD,Intel UHD Graphics 620,Windows 10,1.21,85194.72,1,1,3840,2160,331.2642361026012,Intel Core i5,Intel Core i5,0,128,0,0,Intel,Windows,0,1,0,0,0,1,0,0
